// Reference=Talairach

//jhkjshd
// Subjects=9
-15	-30	-12
-24	-18	-18
12	-33	-12
33	-12	-15

//kjhfkhfsd
// Subjects=9
-30	-12	-15
33	-21	-15

//kjdhfh
// Subjects=42
-27	-3	-18
30	-3	-12

//kjdhf
// Subjects=24
-24	-3	-15
27	-3	-18

//kjdhf
// Subjects=42
-27	-3	-18
27	0	-18

//kjfhf
// Subjects=12
-27	-72	-21
-51	-30	54
-57	12	-3
-6	-96	21
18	6	72
21	-54	-21
48	-27	45

//kjdfhf
// Subjects=12
-24	-3	3
27	6	9
3	-15	-21
30	-6	-21

//kjdfh
// Subjects=8
-2	-4	54
-24	-10	0
-36	-26	56
-44	-4	6
-56	-26	40
-58	-22	28
22	-56	-30
32	-40	40
42	-26	64
54	-32	40

//kjdhfkjfh
// Subjects=8
-16	-12	-24
-16	-36	-2
-18	-102	-12
-2	-4	56
-2	10	52
-20	58	24
-22	18	48
-28	16	54
-4	-38	38
-40	-74	40
-40	20	38
-60	-50	28
-60	-8	4
-64	-28	16
12	-104	6
16	-72	-14
16	2	4
22	-26	-8
28	-54	70
32	18	-20
6	0	58

//kdjfh
// Subjects=16
-39	-3	6
-39	-36	66
0	-12	51
6	-60	30
60	-30	36
9	-57	-12

//kjdhsf
// Subjects=8
-28	-85	-18
-61	-51	26

//kjdhf
// Subjects=15
-40	-4	8
-40	60	-2
-48	34	-6
12	28	54
20	62	18
32	-8	66
34	-18	4
56	20	0

//kjhdf
// Subjects=8
-63	-14	7
33	-17	6
62	-2	4

//eie
// Subjects=14
-12	42	9
-33	-57	24
-42	-66	33
-45	-6	9
-48	-60	30
-6	-39	15
30	45	-3
45	-6	15
6	-36	15
6	33	9

//eee
// Subjects=12
-11	6	-14
-33	-79	-18
-35	-37	-27
-37	-48	-3
-39	-37	4
-39	-60	-19
-64	8	13
-9	-23	-13
11	-74	-21
27	-11	-17
34	-23	-23
34	-49	0
35	-39	-34

//rrr
// Subjects=12
-45	-8	16
-54	-36	-17
23	-17	-34
9	15	20

//ttt
// Subjects=12
-35	-44	-6
30	-47	-6

//eeee
// Subjects=12
-33	-42	-6

//wwwww
// Subjects=36
-10	-72	-20
-16	-86	-2
-26	-2	-12
-34	-64	-32
-42	-62	-12
16	-68	-12
24	0	-8
40	-78	-12

//wwww
// Subjects=36
-22	-92	-6
-24	4	-12
-28	-78	-20
26	2	-10
38	-76	-28

//err
// Subjects=15
-49	-19	5
58	-14	2

//werewr
// Subjects=14
-3	-33	-15
2	-27	-28
32	4	-13
60	18	8
7	20	30
8	-32	-21

//ttryy
// Subjects=14
-23	0	-15
-3	-32	-15
37	33	9
38	-13	-17

//wewer
// Subjects=14
-3	-61	-32
-3	61	12
-36	45	-2
-5	-32	-18
-9	-32	-32
0	-28	-19
29	-57	-28

//wreer
// Subjects=20
-19	18	65
-22	-42	64
-27	-19	-2
-3	-4	40
-30	-27	52
-35	2	7
-42	-17	30
-56	-3	2
-58	-33	26
-59	-18	19
13	-15	51
13	-63	-9
13	-71	-3
22	-20	72
22	-41	64
29	-18	3
29	-26	57
61	-13	8

//fgdfgg
// Subjects=20
-28	-19	70
13	-50	-20
2	-4	35
3	32	13
32	-20	70
6	-29	-96

//fdrrr
// Subjects=20
-3	-36	37
45	-63	44
5	31	10

//wwwweee
// Subjects=8
34	-45	22
43	-78	38
45	-69	46
62	11	-2

//rrrrtt
// Subjects=12
-27	0	3
-33	42	-15
-33	9	-27
-36	-90	-12
-52	-27	60
-9	-12	-24
15	63	30
24	-6	-18
27	0	6
39	-84	-12
39	3	-39
45	-12	0

//dfgdfgdfg
// Subjects=14
-44	-48	58
-50	-30	56
10	-90	2
24	-62	-20
30	0	-12

//rettret
// Subjects=14
-22	-2	-12
18	8	-12
26	-6	-14
32	-20	-22
34	-12	-16
40	-26	-14

//ertr
// Subjects=8
-16	-3	-18
-27	-64	2
-38	-79	30
26	-59	2
34	-76	35

//kjhkjh
// Subjects=9
-10	-14	62
-16	12	34
-18	54	14
-20	12	42
-20	44	28
-22	-24	56
-30	44	10
-38	-22	6
-40	-28	14
-44	-42	18
-48	-18	6
-8	-28	46
-8	14	24
12	14	-22
16	20	26
18	-4	60
20	56	0
26	-12	-12
28	-98	0
30	48	20
34	-24	36
36	-32	8
36	-6	30
40	-42	48
46	-82	-26
50	-20	-10
6	-6	-16

//uiuy
// Subjects=38
-10	-2	12
-12	-48	18
-12	-70	56
-14	-52	-8
-2	-88	-12
-22	-46	-16
-24	24	34
-26	-68	60
-26	40	48
-32	12	68
-36	-30	-12
-40	-62	-14
-48	-52	18
-48	28	10
-52	-72	8
-54	16	40
-60	-50	0
-64	-42	-18
18	-26	-12
28	-96	14
36	-78	20
38	-24	34
38	-62	58
38	14	64
4	-80	52
42	-78	0
44	-44	14
46	24	-20
66	-26	-8
66	-48	-2
66	-8	-6

//kjdfhkdjfhd
// Subjects=18
-56	-66	22

//jdhfkjdhf
// Subjects=18
-24	-10	-20
-50	-66	12
30	-12	-24

//kjdfhkjhfd
// Subjects=16
-19	60	0
-49	-57	30
35	-73	35

//jhkdjhf
// Subjects=16
60	2	17

//djkjhf
// Subjects=30
-6	-36	-28

//jhkh
// Subjects=24
-20	-70	-9
-41	-14	-2
-9	-66	4
1	-82	-3
11	7	36
12	-51	10
59	-35	-3

//kjhhj
// Subjects=24
15	-2	70
18	-35	50
